Year,Xpath,Type,Description,Line,MinOccur,MaxOccur
2010,/Return/ReturnData/IRS990ScheduleA/Post1975UBTI/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportedOrgInformation/OrganizedInUS,BooleanType,Organized in the United States?,Part I Line 11h Column (vi),0,
2010,/Return/ReturnData/IRS990ScheduleA/ContribByControllingIndividual,BooleanType,"A person who controls, alone or together with persons in (ii) and (iii) below, the governing body of the supported organization? Y or N",Part I Line 11g(i),0,
2010,/Return/ReturnData/IRS990ScheduleA/TotalNumberOfSupportedOrgs,IntegerNNType,Total number of supported organizations,Part I Line 11h,0,
2010,/Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsCY509,CheckboxType,"33.33 % Tests - Current Year. If the organization did not check the box on line17, and line 14a is more than 33.33% and line 15a is less than 33.33%, check this box and stop here",Part III Line 19a,0,
2010,/Return/ReturnData/IRS990ScheduleA/Total170/CurrentTaxYearMinus2Years,USAmountType,Current tax year minus two years,Part II and III Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/OtherIncome509/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit170/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/TotalSupport,USAmountType,Total support,Part II Line 11(f),0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit509/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit509/CurrentTaxYearMinus2Years,USAmountType,Current tax year minus two years,Part II and III Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueSrvcFcltsFurnishedByGovt/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/First5Years509,CheckboxType,First five years?,Part III Line 14,0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueOfSvcsFcltsFurnishdByGovt/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit509/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/Total170/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/FactsAndCircumstancesTest,ExplanationType,Facts and circumstances test,Part IV,0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportingOrganization509a3,CheckboxType,Supporting organization 509(a)(3),Part I Line 11,,
2010,/Return/ReturnData/IRS990ScheduleA/TotalSupportTotal/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/PublicSupportTotal170,USAmountType,Public Support Total,Part II Line 6(f),0,
2010,/Return/ReturnData/IRS990ScheduleA/Total509/CurrentTaxYearMinus2Years,USAmountType,Current tax year minus two years,Part II and III Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueSrvcFcltsFurnishedByGovt/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportingOrg509a3Type1,CheckboxType,Supporting organization 509(a)(3) - Type 1,Part I Line 11a,,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit509/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit170/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit509/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/OtherIncome509/CurrentTaxYearMinus2Years,USAmountType,Current tax year minus two years,Part II and III Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/NetIncomeFromOtherUBI/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/NetUBI/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/NetIncomeFromOtherUBI/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Country,CountryType,Foreign address Country,Part I Line 4,,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/TotalSupportTotal/CurrentTaxYearMinus2Years,USAmountType,Current tax year minus two years,Part II and III Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueOfSvcsFcltsFurnishdByGovt/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/Total509/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/Total509/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueSrvcFcltsFurnishedByGovt/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/PublicSupportPertcentage170,RatioType,Public support percentage (line 6 column (f) divided by line 12 column (f),Part II Line 14,0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueSrvcFcltsFurnishedByGovt/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/GovernmentalUnit170b1Av,CheckboxType,"A Federal, state, or local government or governmental unit. Section 170(b)(1)(A)(v)",Part I Line 6,,
2010,/Return/ReturnData/IRS990ScheduleA/TestingForPublicSafety509a4,CheckboxType,An organization organized and operated to test for public safety. Section 509(a)(4),Part I Line 10,,
2010,/Return/ReturnData/IRS990ScheduleA/PublicSupportPertcentPriorYear,RatioType,"Public support percentage from prior year's Schedule A, Part II, line 14",Part II Line 15,0,
2010,/Return/ReturnData/IRS990ScheduleA/OtherIncome509/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/State,StateType,US address State,Part I Line 4,,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportingOrg509a3Type2,CheckboxType,Supporting organization 509(a)(3) - Type 2,Part I Line 11b,,
2010,/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYear,USAmountType,Current tax year,Part II and III Column (e),0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissionsEtc,USAmountType,"Gross receipts from admissions, merchandise sold or services performed, or furnishing of facilities in any activity that is related to the organization's tax-exempt purpose",Part II Line 12,0,
2010,/Return/ReturnData/IRS990ScheduleA/ValueOfSvcsFcltsFurnishdByGovt/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit170/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/Total170/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus4Years,USAmountType,Current tax year minus four years,Part II and III Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleA/Post1975UBTI/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/PrivateFoundation170,CheckboxType,"If the organization did not check a box on line 13, 16a, 16b, 17a or 17b, check this box and see instructions",Part II Line 18,0,
2010,/Return/ReturnData/IRS990ScheduleA/OtherIncome509/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsCY170,CheckboxType,Thirty three and one third test for the current year,Part II Line 16a,0,
2010,/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/GeneralExplanation,ExplanationType,Additional explanations provided by the taxpayer,Part IV,0,4
2010,/Return/ReturnData/IRS990ScheduleA/MedicalResearchOrg170b1Aiii,CheckboxType,A medical research organization operated in conjunction with a hospital. Section 170(b)(1)(A)(iii),Part I Line 4,,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/SupportingOrg509a3Type3FuncInt,CheckboxType,Supporting organization 509(a)(3) - Type 3 functionally integrated,Part I Line 11c,,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit170/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Name,BusinessNameType,Name,Part I Line 4,0,
2010,/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus3Years,USAmountType,Current tax year minus three years,Part II and III Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleA/TaxRevLeviedForOrgBenefit170/Total,USAmountType,Total,Part II and III Column (f),0,
2010,/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYearMinus1Year,USAmountType,Current tax year minus one year,Part II and III Column (d),0,
2010,/Return/ReturnData/IRS990/ActivityOrMissionDescription,ShortExplanationType,Activity or mission description,Part I Line 1,1,
2010,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesBOY,USAmountType,"Net Assets or Fund Balances, BOY",Part I Line 22,0,
2010,/Return/ReturnData/IRS990/EscrowAccount,BooleanType,Escrow account?,Part IV Line 24c,0,
2010,/Return/ReturnData/IRS990/FSAudited,BooleanType,Financial sheets audited?,Part XII Line 2b,1,
2010,/Return/ReturnData/IRS990/RelatedOrganizations,USAmountType,Related organizations,Part VIII Line 1d,0,
2010,/Return/ReturnData/IRS990/RevenuesLessExpensesCY,USAmountType,Revenues less expenses - current year,Part I Line 19,1,
2010,/Return/ReturnData/IRS990/TotalFunctionalExpenses/Total,USAmountType,Total,col (A),1,
2010,/Return/ReturnData/IRS990/AllOtherExpenses,Form990PartIXGroup2Type,All other expenses,Part IX Line 24f,0,
2010,/Return/ReturnData/IRS990/TransfersToExemptNonChrtblOrg,BooleanType,Any transfers to exempt non-charitable org?,Part IV Line 36,0,
2010,/Return/ReturnData/IRS990/Royalties,Form990PartIXGroup2Type,Royalties,Part IX Line 15,0,
2010,/Return/ReturnData/IRS990/GroupReturnForAffiliates,BooleanType,Group return for affiliates?,H(a),1,
2010,/Return/ReturnData/IRS990/LoanToOfficerOrDQP,BooleanType,Loan to officer or DQP?,Part IV Line 26,1,
2010,/Return/ReturnData/IRS990/TotalOfOtherProgramServiceExp,USAmountType,Total of other program service expense,Part III Line 4d,0,
2010,/Return/ReturnData/IRS990/GrossAmountSalesAssets/Securities,USAmountType,Securities amount,Part VIII Column (i),0,
2010,/Return/ReturnData/IRS990/IntangibleAssets/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/FundraisingActivities,BooleanType,Fundraising activities?,Part IV Line 18,1,
2010,/Return/ReturnData/IRS990/ConservationEasements,BooleanType,Conservation easements?,Part IV Line 7,1,
2010,/Return/ReturnData/IRS990/JointCosts,CheckboxType,Joint costs?,Part IX Line 26,0,
2010,/Return/ReturnData/IRS990/FederalGrantAuditPerformed,BooleanType,Federal grant audit performed?,Part XII Line 3b,0,
2010,/Return/ReturnData/IRS990/NbrIndependentVotingMembers,IntegerNNType,Number independent voting members,Part I Line 4,1,
2010,/Return/ReturnData/IRS990/InfoInScheduleOPartVI,CheckboxType,Schedule O contains a response to a question in Part VI,Part VI,0,
2010,/Return/ReturnData/IRS990/FinancialStatementBoth,CheckboxType,Financial statement issued on consolidated and separate basis,Part XII Line 2d,,
2010,/Return/ReturnData/IRS990/TotalRevenue/RelatedOrExemptFunctionIncome,USAmountType,Related or exempt function revenue,Part VIII Column (B),0,
2010,/Return/ReturnData/IRS990/Activity3/ActivityCode,IntegerNNType,Activity code,Part III,0,
2010,/Return/ReturnData/IRS990/InfoInScheduleOPartXII,CheckboxType,Schedule O contains a response to a question in Part XII,Part XII,0,
2010,/Return/ReturnData/IRS990/TotalProgramServiceExpense,USAmountType,Total program service expense,Part III Line 4e,0,
2010,/Return/ReturnData/IRS990/GamingDirectExpenses,USAmountType,Direct expenses,Part VIII Line 9b,0,
2010,/Return/ReturnData/IRS990/ScheduleJRequired,BooleanType,"Part VII, Lines 3, 4, or 5 = ""Yes""?",Part IV Line 23,1,
2010,/Return/ReturnData/IRS990/ReconcilationRevenueExpenses,USAmountType,Revenue less expenses,Part XI Line 3,1,
2010,/Return/ReturnData/IRS990/GrantsToIndividuals,BooleanType,Grants to individuals?,Part IV Line 22,1,
2010,/Return/ReturnData/IRS990/TotalOfOtherProgramServiceGrnt,USAmountType,Total of other program service grants,Part III Line 4d,0,
2010,/Return/ReturnData/IRS990/Form720Filed,BooleanType,Form 720 filed and taxes paid on indoor tanning services?,Part V Line 14b,0,
2010,/Return/ReturnData/IRS990/IntangibleAssets/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/ReconcilationOtherChanges,USAmountType,Other changes in net assets or fund balances,Part XI Line 5,0,
2010,/Return/ReturnData/IRS990/StatesWhereCopyOfReturnIsFiled,StateType,States where return filed,Part VI Section C Line 17,0,60
2010,/Return/ReturnData/IRS990/MethodOfAccountingCash,CheckboxType,Method of accounting - Cash,Part XII Line 1,,
2010,/Return/ReturnData/IRS990/LoansFromOfficersDirectors/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/DescribedIn501C3,BooleanType,Described in 501(c)(3)?,Part IV Line 1,1,
2010,/Return/ReturnData/IRS990/DoNotFollowSFAS117,CheckboxType,"Organizations that do not follow SFAS 117, check here",Part X,0,
2010,/Return/ReturnData/IRS990/IncomeFromInvestBondProceeds,Form990PartVIIIGroup3Type,Income from investment of bond proceeds,Part VIII Line 4,0,
2010,/Return/ReturnData/IRS990/ActivitiesConductedPartnership,BooleanType,Activities conducted thru partnership?,Part IV Line 37,1,
2010,/Return/ReturnData/IRS990/OtherLiabilities/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/GrossIncomeFromMembers,USAmountType,Gross income from members,Part V Line 11a,0,
2010,/Return/ReturnData/IRS990/CompDisqualPersons,Form990PartIXGroup2Type,Compensation and other distributions not included above to disqualified persons ,Part IX Line 6,0,
2010,/Return/ReturnData/IRS990/DeferredRevenue/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total,USAmountType,Total,col (A),0,
2010,/Return/ReturnData/IRS990/LessCostOthBasisSalesExpenses/Other,USAmountType,Other amount,Part VIII Column (ii),0,
2010,/Return/ReturnData/IRS990/TotalOthProgramServiceRevenue,Form990PartVIIIGroup3Type,Program service revenue: Enter miscellaneous description and entries,Part VIII Line 2f,0,
2010,/Return/ReturnData/IRS990/UnrelatedBusinessIncome,BooleanType,Unrelated business income?,Part V Line 3a,1,
2010,/Return/ReturnData/IRS990/OtherLiabilities/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/RentalIncomeOrLoss/Personal,USAmountType,Amount,Part VIII Column (ii),0,
2010,/Return/ReturnData/IRS990/SubjectToProxyTax,BooleanType,Subject to proxy tax?,Part IV Line 5,0,
2010,/Return/ReturnData/IRS990/Interest,Form990PartIXGroup2Type,Interest,Part IX Line 20,0,
2010,/Return/ReturnData/IRS990/ReportOtherAssets,BooleanType,Balance sheet other assets amounts reported?,Part IV Line 11d,1,
2010,/Return/ReturnData/IRS990/EscrowAccountLiability/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/InventoriesForSaleOrUse/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/ForeignFinancialAccount,BooleanType,Foreign financial account?,Part V Line 4a,1,
2010,/Return/ReturnData/IRS990/GrossIncomeGaming,USAmountType,Gross income from gaming,Part VIII Line 9a,0,
2010,/Return/ReturnData/IRS990/DelegationOfManagementDuties,BooleanType,Delegation of management duties?,Part VI Section A Line 3,1,
2010,/Return/ReturnData/IRS990/MaterialDiversionOrMisuse,BooleanType,Material diversion or misuse?,Part VI Section A Line 5,1,
2010,/Return/ReturnData/IRS990/GrossAmountSalesAssets/Other,USAmountType,Other amount,Part VIII Column (ii),0,
2010,/Return/ReturnData/IRS990/MethodOfAccountingOther,CheckboxType,Method of accounting - Other,Part XII Line 1,,
2010,/Return/ReturnData/IRS990/LicensedMoreThanOneState,BooleanType,Is the organization licensed to issue qualified health plans in more than one state?,Part V Line 13a,0,
2010,/Return/ReturnData/IRS990/GrantToRelatedPerson,BooleanType,Grant to related person?,Part IV Line 27,1,
2010,/Return/ReturnData/IRS990/FundraisingEvents,USAmountType,Fundraising events,Part VIII Line 1c,0,
2010,/Return/ReturnData/IRS990/FundsToPayPremiums,BooleanType,Funds to pay premiums?,Part V Line 7e,0,
2010,/Return/ReturnData/IRS990/FeesForServicesOther,Form990PartIXGroup2Type,Fees for services (non-employees): Other,Part IX Line 11g,0,
2010,/Return/ReturnData/IRS990/BenefitsToMembers,Form990PartIXGroup1Type,Benefits paid to or for members,Part IX Line 4,0,
2010,/Return/ReturnData/IRS990/CompensationFromOtherSources,BooleanType,Compensation from other sources?,Part VII Section A Line 5,1,
2010,/Return/ReturnData/IRS990/EscrowAccountLiability/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/NumberW2GIncluded,CountType,Number W-2Gs included in 1a,Part V Line 1b,1,
2010,/Return/ReturnData/IRS990/NetGainOrLossInvestments,Form990PartVIIIGroup3Type,"Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii)",Part VIII Line 7d,0,
2010,/Return/ReturnData/IRS990/TheBooksAreInCareOf/TelephoneNumber,PhoneNumberType,Telephone number,Part VI Section C Line 20,,
2010,/Return/ReturnData/IRS990/MoreThan5000KToIndividuals,BooleanType,"More than $5000 to individuals Part IX, line 3?",Part IV Line 16,1,
2010,/Return/ReturnData/IRS990/CostOfGoodsSold,USAmountType,Less cost of goods sold,Part VIII Line 10b,0,
2010,/Return/ReturnData/IRS990/AmountOfTaxExemptInterest,USAmountType,Amount of tax exempt interest,Part V Line 12b,0,
2010,/Return/ReturnData/IRS990/Activity3/Grants,USAmountType,Grants,Part III,0,
2010,/Return/ReturnData/IRS990/TotalReportableCompFrmRltdOrgs,USAmountType,"Total, column E",Part VII Section A Line 1d E,0,
2010,/Return/ReturnData/IRS990/Activity3/Expense,USAmountType,Expense,Part III,0,
2010,/Return/ReturnData/IRS990/Activity2/Grants,USAmountType,Grants,Part III,0,
2010,/Return/ReturnData/IRS990/Revenue,USAmountType,Revenue,Part III Line 4a,0,
2010,/Return/ReturnData/IRS990/GrantsToOrganizations,BooleanType,Grants to organizations?,Part IV Line 21,1,
2010,/Return/ReturnData/IRS990/ReportFin48Footnote,BooleanType,Balance sheet footnote for liability under FIN 48?,Part IV Line 11f,1,
2010,/Return/ReturnData/IRS990/GrantsPayable/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/IndividualTrusteeOrDirector,CheckboxType,Individual trustee or director,Part VII Section A Line 1a C,0,
2010,/Return/ReturnData/IRS990/TaxExemptBonds,BooleanType,Tax exempt bonds?,Part IV Line 24a,1,
2010,/Return/ReturnData/IRS990/OtherAssetsTotal/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/Activity3/Description,ExplanationType,Description,Part III,0,
2010,/Return/ReturnData/IRS990/TotalRevenue/UnrelatedBusinessRevenue,USAmountType,Unrelated business revenue,Part VIII Column (C),0,
2010,/Return/ReturnData/IRS990/ReportInvestOthSecurities,BooleanType,Balance sheet investments - other securities amounts reported?,Part IV Line 11b,1,
2010,/Return/ReturnData/IRS990/Activity3/Revenue,USAmountType,Revenue,Part III,0,
2010,/Return/ReturnData/IRS990/GovernmentGrants,USAmountType,Government grants (contributions),Part VIII Line 1e,0,
2010,/Return/ReturnData/IRS990/FollowSFAS117,CheckboxType,"Organizations that follow SFAS 117, check here",Part X,0,
2010,/Return/ReturnData/IRS990/ReportOtherLiabilities,BooleanType,Balance sheet other liabilities amounts reported?,Part IV Line 11e,1,
2010,/Return/ReturnData/IRS990/AddressChange,CheckboxType,Indicates this return has an address change,B,0,
2010,/Return/ReturnData/IRS990/NetIncomeFromGaming,Form990PartVIIIGroup3Type,Net income from gaming,Part VIII Line 9c,0,
2010,/Return/ReturnData/IRS990/TotalOtherCompensation,USAmountType,"Total, column F",Part VII Section A Line 1d F,0,
2010,/Return/ReturnData/IRS990/FeesForServicesInvstMgmntFees,Form990PartIXGroup2Type,Fees for services (non-employees): Investment management fees,Part IX Line 11f,0,
2010,/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/AccountantCompileOrReview,BooleanType,Accountant provide compilation or review?,Part XII Line 2a,1,
2010,/Return/ReturnData/IRS990/ScheduleORequired,BooleanType,Governing body and public disclosure explained in Schedule O?,Part IV Line 38,1,
2010,/Return/ReturnData/IRS990/TotalAssetsBOY,USAmountType,"Total Assets, BOY",Part I Line 20,0,
2010,/Return/ReturnData/IRS990/ContributionsGrantsPriorYear,USAmountType,Contributions and grants - prior year,Part I Line 8,0,
2010,/Return/ReturnData/IRS990/ActivityOther/Expense,USAmountType,Expense,Part III,0,
2010,/Return/ReturnData/IRS990/NoncashContributions,USAmountType,Noncash contributions,Part VIII Line 1g,0,
2010,/Return/ReturnData/IRS990/TotalGrossUBI,USAmountType,Total gross UBI,Part I Line 7a,1,
2010,/Return/ReturnData/IRS990/ExcessBenefitTransaction,BooleanType,Excess benefit transaction?,Part IV Line 25a,0,
2010,/Return/ReturnData/IRS990/TotalLiabilitiesBOY,USAmountType,"Total Liabilities, BOY",Part I Line 21,0,
2010,/Return/ReturnData/IRS990/ForeignOffice,BooleanType,Foreign office?,Part IV Line 14a,1,
2010,/Return/ReturnData/IRS990/TheBooksAreInCareOf/NameBusiness,BusinessNameType,Name - Business,Part VI Section C Line 20,,
2010,/Return/ReturnData/IRS990/ReportProgRelInvest,BooleanType,Balance sheet investments - program related amounts reported?,Part IV Line 11c,1,
2010,/Return/ReturnData/IRS990/TaxExemptBondLiabilities/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/LoansFromOfficersDirectors/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/CashNonInterestBearing/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/ForeignGrants,Form990PartIXGroup1Type,"Grants and other assistance to governments, organizations and individuals outside the U.S.",Part IX Line 3,0,
2010,/Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/Organization4947a1,CheckboxType,Indicates a 4947(a)(1) organization,I,,
2010,/Return/ReturnData/IRS990/MinutesOfCommittees,BooleanType,Minutes of committees?,Part VI Section A Line 8b,0,
2010,/Return/ReturnData/IRS990/PoliciesReferenceChapters,BooleanType,Policies reference chapters?,Part VI Section B Line 10b,0,
2010,/Return/ReturnData/IRS990/ReportLandBldgEquip,BooleanType,"Balance sheet land, buildings, equipment amounts reported?",Part IV Line 11a,1,
2010,/Return/ReturnData/IRS990/TotalAssets/EOY,USAmountType,Ending of year,Part X Column (B),1,
2010,/Return/ReturnData/IRS990/PoliticalActivities,BooleanType,Political activities?,Part IV Line 3,1,
2010,/Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/ActivityOther/ActivityCode,IntegerNNType,Activity code,Part III,0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromOrganization,USAmountType,Reportable compensation from organization,Part VII Section A Line 1a D,0,
2010,/Return/ReturnData/IRS990/UnsecuredNotesLoansPayable/EOY,USAmountType,Ending of year,Part X Column (B),0,
